PC_Latitude,I/F,Error
-90.0,nan,nan
-89.9,nan,nan
-89.8,nan,nan
-89.7,nan,nan
-89.6,nan,nan
-89.5,nan,nan
-89.4,nan,nan
-89.3,nan,nan
-89.2,nan,nan
-89.1,nan,nan
-89.0,nan,nan
-88.9,nan,nan
-88.8,nan,nan
-88.7,nan,nan
-88.6,nan,nan
-88.5,nan,nan
-88.4,nan,nan
-88.3,nan,nan
-88.2,nan,nan
-88.1,nan,nan
-88.0,nan,nan
-87.9,nan,nan
-87.8,nan,nan
-87.7,nan,nan
-87.6,nan,nan
-87.5,nan,nan
-87.4,nan,nan
-87.3,nan,nan
-87.2,nan,nan
-87.1,nan,nan
-87.0,nan,nan
-86.9,nan,nan
-86.8,nan,nan
-86.7,nan,nan
-86.6,nan,nan
-86.5,nan,nan
-86.4,nan,nan
-86.3,nan,nan
-86.2,nan,nan
-86.1,nan,nan
-86.0,nan,nan
-85.9,nan,nan
-85.8,nan,nan
-85.7,nan,nan
-85.6,nan,nan
-85.5,nan,nan
-85.4,nan,nan
-85.3,nan,nan
-85.2,nan,nan
-85.1,nan,nan
-85.0,nan,nan
-84.9,nan,nan
-84.8,nan,nan
-84.7,nan,nan
-84.6,nan,nan
-84.5,nan,nan
-84.4,nan,nan
-84.3,nan,nan
-84.2,nan,nan
-84.1,nan,nan
-84.0,nan,nan
-83.9,nan,nan
-83.8,nan,nan
-83.7,nan,nan
-83.6,nan,nan
-83.5,nan,nan
-83.4,nan,nan
-83.3,nan,nan
-83.2,nan,nan
-83.1,nan,nan
-83.0,nan,nan
-82.9,nan,nan
-82.8,nan,nan
-82.7,nan,nan
-82.6,nan,nan
-82.5,nan,nan
-82.4,nan,nan
-82.3,nan,nan
-82.2,nan,nan
-82.1,nan,nan
-82.0,nan,nan
-81.9,nan,nan
-81.8,nan,nan
-81.7,nan,nan
-81.6,nan,nan
-81.5,nan,nan
-81.4,nan,nan
-81.3,nan,nan
-81.2,nan,nan
-81.1,nan,nan
-81.0,nan,nan
-80.9,nan,nan
-80.8,nan,nan
-80.7,nan,nan
-80.6,nan,nan
-80.5,nan,nan
-80.4,nan,nan
-80.3,nan,nan
-80.2,nan,nan
-80.1,nan,nan
-80.0,nan,nan
-79.9,nan,nan
-79.8,nan,nan
-79.7,0.34066197,0.008052006
-79.6,0.3384621,0.008644909
-79.5,0.33676338,0.009038687
-79.4,0.3345612,0.009253567
-79.3,0.33239228,0.009473959
-79.2,0.330297,0.009723669
-79.1,0.3282275,0.0100251725
-79.0,0.32612318,0.010411577
-78.9,0.32391974,0.010779203
-78.8,0.32169047,0.011129972
-78.7,0.31952435,0.011505687
-78.6,0.31740618,0.011961833
-78.5,0.31531644,0.0124411415
-78.4,0.31326288,0.012891806
-78.3,0.31107414,0.013204857
-78.2,0.30866504,0.013296133
-78.1,0.30605513,0.013125787
-78.0,0.3033837,0.012892898
-77.9,0.30074114,0.012691933
-77.8,0.29810485,0.012502749
-77.7,0.29553172,0.012310196
-77.6,0.29299212,0.012141906
-77.5,0.290476,0.012005559
-77.4,0.2880031,0.011895115
-77.3,0.28556553,0.011821052
-77.2,0.28316492,0.011775138
-77.1,0.28081265,0.011734026
-77.0,0.27849245,0.011730395
-76.9,0.27620044,0.01175283
-76.8,0.27395266,0.01176705
-76.7,0.2717775,0.011790312
-76.6,0.26965684,0.011829858
-76.5,0.26755852,0.011885543
-76.4,0.26550388,0.011943164
-76.3,0.2634947,0.011993472
-76.2,0.26152918,0.012037531
-76.1,0.25961053,0.012073953
-76.0,0.25771788,0.012136384
-75.9,0.25584942,0.012201131
-75.8,0.25402245,0.012249427
-75.7,0.25223112,0.012293087
-75.6,0.2504727,0.01234134
-75.5,0.24873887,0.0123881
-75.4,0.24703191,0.012429485
-75.3,0.24534935,0.0124445455
-75.2,0.24369317,0.01242578
-75.1,0.2420583,0.012405855
-75.0,0.24043725,0.012391907
-74.9,0.23882444,0.01235877
-74.8,0.2372199,0.012322969
-74.7,0.23562428,0.012286546
-74.6,0.23403527,0.012254028
-74.5,0.23244901,0.012232714
-74.4,0.23085992,0.012221556
-74.3,0.22927009,0.012215214
-74.2,0.2276976,0.012211524
-74.1,0.22613707,0.012208262
-74.0,0.22458556,0.0121921105
-73.9,0.22304769,0.012174441
-73.8,0.2215244,0.0121600665
-73.7,0.22002374,0.012133005
-73.6,0.21853994,0.012095922
-73.5,0.21707478,0.012052188
-73.4,0.21562316,0.012009963
-73.3,0.21418314,0.011969497
-73.2,0.21275996,0.011924576
-73.1,0.21134895,0.01186984
-73.0,0.2099449,0.011824897
-72.9,0.20854421,0.011783596
-72.8,0.20714545,0.011738411
-72.7,0.20574991,0.011691553
-72.6,0.20436023,0.011651668
-72.5,0.20297137,0.011593622
-72.4,0.20158467,0.011520177
-72.3,0.20020355,0.011427803
-72.2,0.19882835,0.011335638
-72.1,0.19746894,0.011253577
-72.0,0.19612703,0.011182424
-71.9,0.1948008,0.011124068
-71.8,0.19348155,0.011078584
-71.7,0.1921718,0.011039213
-71.6,0.19086643,0.011004792
-71.5,0.1895754,0.010978961
-71.4,0.18829517,0.010949695
-71.3,0.1870195,0.010919847
-71.2,0.18575414,0.01088881
-71.1,0.18449685,0.010859549
-71.0,0.18323153,0.010834296
-70.9,0.1819682,0.010810553
-70.8,0.18070976,0.010786877
-70.7,0.17946081,0.010760026
-70.6,0.17822523,0.010729187
-70.5,0.17699802,0.010697627
-70.4,0.17578994,0.010672726
-70.3,0.17460552,0.010653809
-70.2,0.17343567,0.010647354
-70.1,0.17229228,0.010652601
-70.0,0.17118396,0.010662258
-69.9,0.17010331,0.010684017
-69.8,0.16904993,0.010719362
-69.7,0.1680113,0.010754677
-69.6,0.16698743,0.010789911
-69.5,0.16597944,0.01082733
-69.4,0.1649645,0.01087202
-69.3,0.1639426,0.010917457
-69.2,0.1629144,0.010958481
-69.1,0.16187225,0.011006735
-69.0,0.16081737,0.011053059
-68.9,0.15974298,0.011091588
-68.8,0.15865636,0.011123702
-68.7,0.15757059,0.011153139
-68.6,0.15646625,0.011184377
-68.5,0.15535946,0.011211106
-68.4,0.15424046,0.011230245
-68.3,0.15311491,0.011245667
-68.2,0.15198533,0.011255303
-68.1,0.15083803,0.011273586
-68.0,0.14968246,0.011297681
-67.9,0.14851576,0.011326388
-67.8,0.14734179,0.011357254
-67.7,0.14616632,0.0113836
