PC_Latitude,I/F,Error
-90.0,nan,nan
-89.9,nan,nan
-89.8,nan,nan
-89.7,nan,nan
-89.6,nan,nan
-89.5,nan,nan
-89.4,nan,nan
-89.3,nan,nan
-89.2,nan,nan
-89.1,nan,nan
-89.0,nan,nan
-88.9,nan,nan
-88.8,nan,nan
-88.7,nan,nan
-88.6,nan,nan
-88.5,nan,nan
-88.4,nan,nan
-88.3,nan,nan
-88.2,nan,nan
-88.1,nan,nan
-88.0,nan,nan
-87.9,nan,nan
-87.8,nan,nan
-87.7,nan,nan
-87.6,nan,nan
-87.5,nan,nan
-87.4,nan,nan
-87.3,nan,nan
-87.2,nan,nan
-87.1,nan,nan
-87.0,nan,nan
-86.9,nan,nan
-86.8,nan,nan
-86.7,nan,nan
-86.6,nan,nan
-86.5,nan,nan
-86.4,nan,nan
-86.3,nan,nan
-86.2,nan,nan
-86.1,nan,nan
-86.0,nan,nan
-85.9,nan,nan
-85.8,nan,nan
-85.7,nan,nan
-85.6,nan,nan
-85.5,nan,nan
-85.4,nan,nan
-85.3,nan,nan
-85.2,nan,nan
-85.1,nan,nan
-85.0,nan,nan
-84.9,nan,nan
-84.8,nan,nan
-84.7,nan,nan
-84.6,nan,nan
-84.5,nan,nan
-84.4,nan,nan
-84.3,nan,nan
-84.2,nan,nan
-84.1,nan,nan
-84.0,nan,nan
-83.9,nan,nan
-83.8,nan,nan
-83.7,nan,nan
-83.6,nan,nan
-83.5,nan,nan
-83.4,nan,nan
-83.3,nan,nan
-83.2,nan,nan
-83.1,nan,nan
-83.0,nan,nan
-82.9,nan,nan
-82.8,nan,nan
-82.7,nan,nan
-82.6,nan,nan
-82.5,nan,nan
-82.4,nan,nan
-82.3,nan,nan
-82.2,nan,nan
-82.1,nan,nan
-82.0,nan,nan
-81.9,nan,nan
-81.8,nan,nan
-81.7,nan,nan
-81.6,nan,nan
-81.5,nan,nan
-81.4,nan,nan
-81.3,nan,nan
-81.2,nan,nan
-81.1,nan,nan
-81.0,nan,nan
-80.9,nan,nan
-80.8,nan,nan
-80.7,nan,nan
-80.6,nan,nan
-80.5,nan,nan
-80.4,nan,nan
-80.3,nan,nan
-80.2,nan,nan
-80.1,nan,nan
-80.0,nan,nan
-79.9,nan,nan
-79.8,nan,nan
-79.7,nan,nan
-79.6,nan,nan
-79.5,nan,nan
-79.4,nan,nan
-79.3,nan,nan
-79.2,nan,nan
-79.1,nan,nan
-79.0,nan,nan
-78.9,nan,nan
-78.8,nan,nan
-78.7,nan,nan
-78.6,nan,nan
-78.5,nan,nan
-78.4,nan,nan
-78.3,nan,nan
-78.2,nan,nan
-78.1,nan,nan
-78.0,nan,nan
-77.9,nan,nan
-77.8,nan,nan
-77.7,nan,nan
-77.6,nan,nan
-77.5,nan,nan
-77.4,nan,nan
-77.3,nan,nan
-77.2,nan,nan
-77.1,nan,nan
-77.0,nan,nan
-76.9,nan,nan
-76.8,nan,nan
-76.7,nan,nan
-76.6,nan,nan
-76.5,nan,nan
-76.4,nan,nan
-76.3,nan,nan
-76.2,nan,nan
-76.1,nan,nan
-76.0,nan,nan
-75.9,nan,nan
-75.8,nan,nan
-75.7,0.34327933,0.007044287
-75.6,0.3421846,0.00707403
-75.5,0.34099722,0.007299981
-75.4,0.33957556,0.0075465296
-75.3,0.33784607,0.007865554
-75.2,0.33607876,0.008270636
-75.1,0.33430058,0.008700009
-75.0,0.33254838,0.009106833
-74.9,0.3308072,0.009558682
-74.8,0.32906964,0.010039018
-74.7,0.3272759,0.010493275
-74.6,0.32542363,0.010885555
-74.5,0.32346693,0.011257769
-74.4,0.32136318,0.011538027
-74.3,0.3191505,0.011689616
-74.2,0.3168077,0.0116974525
-74.1,0.31444007,0.0116485935
-74.0,0.31209037,0.011558755
-73.9,0.30973673,0.0114686685
-73.8,0.30738682,0.011389446
-73.7,0.30503777,0.011317351
-73.6,0.30273646,0.011223485
-73.5,0.30043864,0.011126612
-73.4,0.29813054,0.011026667
-73.3,0.29583758,0.0109156845
-73.2,0.2935648,0.010822807
-73.1,0.2913117,0.010734292
-73.0,0.2890832,0.010625068
-72.9,0.2868706,0.010519606
-72.8,0.2846764,0.010416835
-72.7,0.28251475,0.010302757
-72.6,0.28037822,0.010203596
-72.5,0.2782635,0.010116055
-72.4,0.2761542,0.010031858
-72.3,0.27408746,0.009943928
-72.2,0.2720414,0.009862905
-72.1,0.27001032,0.009783963
-72.0,0.2679996,0.009700767
-71.9,0.26600343,0.009630437
-71.8,0.26402313,0.009568258
-71.7,0.26206443,0.009496444
-71.6,0.26012844,0.00942902
-71.5,0.2582083,0.009358982
-71.4,0.2563125,0.009285443
-71.3,0.254435,0.009221723
-71.2,0.252583,0.009157234
-71.1,0.25076059,0.009072384
-71.0,0.24896714,0.008988725
-70.9,0.24719205,0.008906069
-70.8,0.24543457,0.00881555
-70.7,0.24368797,0.008730232
-70.6,0.24195473,0.008645153
-70.5,0.24023448,0.008554009
-70.4,0.23852833,0.008474327
-70.3,0.23683292,0.008401149
-70.2,0.23514773,0.0083175525
-70.1,0.23347718,0.008241706
-70.0,0.23182024,0.008174461
-69.9,0.23017175,0.008099002
-69.8,0.22853172,0.008025988
-69.7,0.22690067,0.007952411
-69.6,0.22527449,0.007871047
-69.5,0.22364959,0.007793207
-69.4,0.2220274,0.007710483
-69.3,0.22041124,0.007623666
-69.2,0.21880645,0.0075492943
-69.1,0.21720527,0.007489393
-69.0,0.21560581,0.0074332072
-68.9,0.21401276,0.007391724
-68.8,0.21243079,0.00736455
-68.7,0.21085094,0.00734416
-68.6,0.20927422,0.007335587
-68.5,0.20770323,0.00733511
-68.4,0.20613545,0.0073455614
-68.3,0.20456786,0.007372366
-68.2,0.2030004,0.007407059
-68.1,0.20142995,0.0074423645
-68.0,0.19985734,0.0074789696
-67.9,0.19828293,0.007509199
-67.8,0.19670348,0.007534783
-67.7,0.19512513,0.007558439
-67.6,0.19354996,0.0075662485
-67.5,0.19196515,0.0075734654
-67.4,0.19038089,0.00757109
-67.3,0.18879066,0.007554575
-67.2,0.18719195,0.007537188
-67.1,0.18558289,0.0075182077
-67.0,0.1839564,0.0074948426
-66.9,0.18230455,0.0074809147
-66.8,0.18063119,0.0074728117
-66.7,0.17892343,0.007476849
-66.6,0.1771689,0.007509845
-66.5,0.17537144,0.007557048
-66.4,0.17352708,0.007622538
