PC_Latitude,I/F,Error
-90.0,nan,nan
-89.9,nan,nan
-89.8,nan,nan
-89.7,nan,nan
-89.6,nan,nan
-89.5,nan,nan
-89.4,nan,nan
-89.3,nan,nan
-89.2,nan,nan
-89.1,nan,nan
-89.0,nan,nan
-88.9,nan,nan
-88.8,nan,nan
-88.7,nan,nan
-88.6,nan,nan
-88.5,nan,nan
-88.4,nan,nan
-88.3,nan,nan
-88.2,nan,nan
-88.1,nan,nan
-88.0,nan,nan
-87.9,nan,nan
-87.8,nan,nan
-87.7,nan,nan
-87.6,nan,nan
-87.5,nan,nan
-87.4,nan,nan
-87.3,nan,nan
-87.2,nan,nan
-87.1,nan,nan
-87.0,nan,nan
-86.9,nan,nan
-86.8,nan,nan
-86.7,nan,nan
-86.6,nan,nan
-86.5,nan,nan
-86.4,nan,nan
-86.3,nan,nan
-86.2,nan,nan
-86.1,nan,nan
-86.0,nan,nan
-85.9,nan,nan
-85.8,nan,nan
-85.7,nan,nan
-85.6,nan,nan
-85.5,nan,nan
-85.4,nan,nan
-85.3,nan,nan
-85.2,nan,nan
-85.1,nan,nan
-85.0,nan,nan
-84.9,nan,nan
-84.8,nan,nan
-84.7,nan,nan
-84.6,nan,nan
-84.5,nan,nan
-84.4,nan,nan
-84.3,nan,nan
-84.2,nan,nan
-84.1,nan,nan
-84.0,nan,nan
-83.9,nan,nan
-83.8,nan,nan
-83.7,nan,nan
-83.6,nan,nan
-83.5,nan,nan
-83.4,nan,nan
-83.3,nan,nan
-83.2,nan,nan
-83.1,nan,nan
-83.0,nan,nan
-82.9,nan,nan
-82.8,nan,nan
-82.7,nan,nan
-82.6,nan,nan
-82.5,nan,nan
-82.4,nan,nan
-82.3,nan,nan
-82.2,nan,nan
-82.1,nan,nan
-82.0,nan,nan
-81.9,nan,nan
-81.8,nan,nan
-81.7,nan,nan
-81.6,nan,nan
-81.5,nan,nan
-81.4,nan,nan
-81.3,nan,nan
-81.2,nan,nan
-81.1,nan,nan
-81.0,nan,nan
-80.9,nan,nan
-80.8,nan,nan
-80.7,nan,nan
-80.6,nan,nan
-80.5,nan,nan
-80.4,nan,nan
-80.3,nan,nan
-80.2,nan,nan
-80.1,nan,nan
-80.0,nan,nan
-79.9,nan,nan
-79.8,nan,nan
-79.7,nan,nan
-79.6,nan,nan
-79.5,nan,nan
-79.4,nan,nan
-79.3,nan,nan
-79.2,nan,nan
-79.1,nan,nan
-79.0,nan,nan
-78.9,nan,nan
-78.8,nan,nan
-78.7,nan,nan
-78.6,nan,nan
-78.5,nan,nan
-78.4,nan,nan
-78.3,nan,nan
-78.2,nan,nan
-78.1,nan,nan
-78.0,nan,nan
-77.9,nan,nan
-77.8,nan,nan
-77.7,nan,nan
-77.6,nan,nan
-77.5,nan,nan
-77.4,nan,nan
-77.3,nan,nan
-77.2,nan,nan
-77.1,nan,nan
-77.0,nan,nan
-76.9,nan,nan
-76.8,nan,nan
-76.7,nan,nan
-76.6,nan,nan
-76.5,nan,nan
-76.4,nan,nan
-76.3,nan,nan
-76.2,nan,nan
-76.1,nan,nan
-76.0,nan,nan
-75.9,nan,nan
-75.8,nan,nan
-75.7,nan,nan
-75.6,nan,nan
-75.5,nan,nan
-75.4,0.3419393,0.0051616062
-75.3,0.33895826,0.004893256
-75.2,0.337306,0.0049118656
-75.1,0.3355373,0.0050336546
-75.0,0.33336824,0.0051474846
-74.9,0.3312046,0.005296071
-74.8,0.32907906,0.005621574
-74.7,0.32699186,0.0060228105
-74.6,0.32494944,0.0064979233
-74.5,0.3229744,0.0070396815
-74.4,0.32106468,0.0076807113
-74.3,0.31922525,0.008441654
-74.2,0.31746078,0.009271758
-74.1,0.31574368,0.010182204
-74.0,0.31403396,0.01106148
-73.9,0.31238475,0.011930095
-73.8,0.31074876,0.012782474
-73.7,0.30914173,0.013619667
-73.6,0.30752626,0.014389844
-73.5,0.30571645,0.014840239
-73.4,0.3036821,0.014998334
-73.3,0.301406,0.014828791
-73.2,0.29915667,0.014630916
-73.1,0.29693195,0.014433318
-73.0,0.29471976,0.014228919
-72.9,0.29253402,0.014013646
-72.8,0.290363,0.013806026
-72.7,0.2882127,0.013615616
-72.6,0.28609928,0.013429532
-72.5,0.2840098,0.013280619
-72.4,0.28192908,0.013146841
-72.3,0.27984086,0.013017547
-72.2,0.277792,0.012879256
-72.1,0.27577847,0.012759222
-72.0,0.2737851,0.012650644
-71.9,0.27182028,0.012545073
-71.8,0.26986665,0.012441134
-71.7,0.26793084,0.012342213
-71.6,0.26601046,0.012227014
-71.5,0.2640883,0.01210949
-71.4,0.26216426,0.011977773
-71.3,0.2602555,0.011844791
-71.2,0.2583744,0.011732387
-71.1,0.25650832,0.011638314
-71.0,0.2546489,0.011542079
-70.9,0.25279623,0.011454739
-70.8,0.25095272,0.011369386
-70.7,0.24912106,0.011273778
-70.6,0.24730028,0.011173141
-70.5,0.24549542,0.0110751735
-70.4,0.2437118,0.010962452
-70.3,0.24194182,0.010843971
-70.2,0.24018924,0.010703657
-70.1,0.23845747,0.01054979
-70.0,0.23675488,0.010394313
-69.9,0.2350708,0.010246863
-69.8,0.23339388,0.01010411
-69.7,0.23172477,0.009978694
-69.6,0.23006019,0.009872199
-69.5,0.22839883,0.009773043
-69.4,0.22673428,0.00970053
-69.3,0.22506252,0.009657244
-69.2,0.22339083,0.009624144
-69.1,0.221715,0.009616362
-69.0,0.22004227,0.009631645
-68.9,0.21836886,0.009666271
-68.8,0.21669345,0.009724698
-68.7,0.21500918,0.009789658
-68.6,0.2132908,0.009829751
-68.5,0.21155232,0.009854644
-68.4,0.20979354,0.0098638255
-68.3,0.20802037,0.009861237
-68.2,0.20621361,0.009851617
-68.1,0.20438428,0.009834184
-68.0,0.20253834,0.009814141
-67.9,0.20068775,0.009809856
-67.8,0.19881266,0.0098271035
-67.7,0.1969104,0.00985123
-67.6,0.19498765,0.00987629
-67.5,0.1930464,0.00988943
-67.4,0.19108024,0.009900985
-67.3,0.18909903,0.009916931
-67.2,0.18711609,0.009940628
-67.1,0.18511313,0.00998361
-67.0,0.18309738,0.010046208
-66.9,0.18107046,0.010116164
-66.8,0.17902371,0.010195593
-66.7,0.17696463,0.010278243
-66.6,0.17489317,0.010360787
-66.5,0.17281239,0.010447307
-66.4,0.17071396,0.010524749
-66.3,0.16859287,0.010584084
-66.2,0.16645956,0.01062984
