PC_Latitude,I/F,Error
-90.0,nan,nan
-89.9,nan,nan
-89.8,nan,nan
-89.7,nan,nan
-89.6,nan,nan
-89.5,nan,nan
-89.4,nan,nan
-89.3,nan,nan
-89.2,nan,nan
-89.1,nan,nan
-89.0,nan,nan
-88.9,nan,nan
-88.8,nan,nan
-88.7,nan,nan
-88.6,nan,nan
-88.5,nan,nan
-88.4,nan,nan
-88.3,nan,nan
-88.2,nan,nan
-88.1,nan,nan
-88.0,nan,nan
-87.9,nan,nan
-87.8,nan,nan
-87.7,nan,nan
-87.6,nan,nan
-87.5,nan,nan
-87.4,nan,nan
-87.3,nan,nan
-87.2,nan,nan
-87.1,nan,nan
-87.0,nan,nan
-86.9,nan,nan
-86.8,nan,nan
-86.7,nan,nan
-86.6,nan,nan
-86.5,nan,nan
-86.4,nan,nan
-86.3,nan,nan
-86.2,nan,nan
-86.1,nan,nan
-86.0,nan,nan
-85.9,nan,nan
-85.8,nan,nan
-85.7,nan,nan
-85.6,nan,nan
-85.5,nan,nan
-85.4,nan,nan
-85.3,nan,nan
-85.2,nan,nan
-85.1,nan,nan
-85.0,nan,nan
-84.9,nan,nan
-84.8,nan,nan
-84.7,nan,nan
-84.6,nan,nan
-84.5,nan,nan
-84.4,nan,nan
-84.3,nan,nan
-84.2,nan,nan
-84.1,nan,nan
-84.0,nan,nan
-83.9,nan,nan
-83.8,nan,nan
-83.7,nan,nan
-83.6,nan,nan
-83.5,nan,nan
-83.4,nan,nan
-83.3,nan,nan
-83.2,nan,nan
-83.1,nan,nan
-83.0,nan,nan
-82.9,nan,nan
-82.8,nan,nan
-82.7,nan,nan
-82.6,nan,nan
-82.5,nan,nan
-82.4,nan,nan
-82.3,nan,nan
-82.2,nan,nan
-82.1,nan,nan
-82.0,nan,nan
-81.9,nan,nan
-81.8,nan,nan
-81.7,nan,nan
-81.6,0.34795812,0.011259343
-81.5,0.34656546,0.011576109
-81.4,0.34537488,0.011694778
-81.3,0.34349686,0.011851602
-81.2,0.34151143,0.012029425
-81.1,0.33938783,0.012257139
-81.0,0.3371937,0.012492249
-80.9,0.33504188,0.012748464
-80.8,0.33293104,0.01300865
-80.7,0.33091885,0.013256962
-80.6,0.3289608,0.013549824
-80.5,0.32705042,0.013886191
-80.4,0.3251452,0.014237994
-80.3,0.32328966,0.014608926
-80.2,0.32135352,0.014977001
-80.1,0.31931108,0.0153036965
-80.0,0.3172252,0.015580225
-79.9,0.31517762,0.015874088
-79.8,0.31315053,0.016177045
-79.7,0.3111434,0.01647255
-79.6,0.3091428,0.016777886
-79.5,0.3071454,0.017084112
-79.4,0.30515867,0.017385542
-79.3,0.30322155,0.017685506
-79.2,0.3013081,0.017980129
-79.1,0.29938227,0.018236922
-79.0,0.29747725,0.018446587
-78.9,0.2955773,0.018628076
-78.8,0.29369733,0.018803071
-78.7,0.29184964,0.018970795
-78.6,0.2900004,0.019119142
-78.5,0.28813085,0.019217351
-78.4,0.2862437,0.019245537
-78.3,0.28435946,0.019246113
-78.2,0.2824954,0.019246854
-78.1,0.28064197,0.01924376
-78.0,0.2787934,0.019218793
-77.9,0.27691284,0.019161576
-77.8,0.27499133,0.019061472
-77.7,0.27308074,0.018949127
-77.6,0.27118817,0.018843438
-77.5,0.26930106,0.018726064
-77.4,0.2674118,0.018573722
-77.3,0.26550704,0.018383456
-77.2,0.2635976,0.018170718
-77.1,0.26170126,0.017948795
-77.0,0.25982422,0.01773725
-76.9,0.25794616,0.01752867
-76.8,0.25606653,0.017316079
-76.7,0.25417846,0.017101204
-76.6,0.2523046,0.016887866
-76.5,0.25045064,0.016674455
-76.4,0.24860334,0.016481834
-76.3,0.2467486,0.016299078
-76.2,0.24488781,0.01611318
-76.1,0.24304,0.015930653
-76.0,0.24121419,0.015751965
-75.9,0.23941626,0.015574368
-75.8,0.23765126,0.015402843
-75.7,0.23591381,0.015239075
-75.6,0.23420268,0.015076028
-75.5,0.23250921,0.014923748
-75.4,0.23084562,0.014788436
-75.3,0.22921023,0.014660629
-75.2,0.22760645,0.014548987
-75.1,0.2260319,0.014444833
-75.0,0.22447538,0.014346311
-74.9,0.22293437,0.014268773
-74.8,0.22141036,0.014205007
-74.7,0.21989977,0.01414822
-74.6,0.21841362,0.014100303
-74.5,0.21693924,0.0140547035
-74.4,0.21547115,0.014007658
-74.3,0.21400626,0.013957455
-74.2,0.21255156,0.013905728
-74.1,0.21110311,0.013854686
-74.0,0.20966928,0.013808454
-73.9,0.2082395,0.013757455
-73.8,0.20680217,0.01370584
-73.7,0.20536453,0.013655407
-73.6,0.20394588,0.01360252
-73.5,0.20252927,0.013555812
-73.4,0.20111531,0.01350821
-73.3,0.1996969,0.013456358
-73.2,0.19828266,0.013404362
-73.1,0.19687921,0.013353365
-73.0,0.19547614,0.013294022
-72.9,0.1940747,0.013231078
-72.8,0.19268402,0.0131662125
-72.7,0.19130115,0.013084579
-72.6,0.18993808,0.012982495
-72.5,0.1885961,0.012851945
-72.4,0.18725266,0.012727444
-72.3,0.1859179,0.012595829
-72.2,0.1845839,0.012450936
-72.1,0.18325734,0.012297023
-72.0,0.1819402,0.012147321
-71.9,0.1806199,0.011996882
-71.8,0.17929539,0.0118492115
-71.7,0.17797515,0.011700726
-71.6,0.17664985,0.0115702
-71.5,0.17532742,0.01144415
-71.4,0.17400613,0.011310193
-71.3,0.17268729,0.011174325
-71.2,0.17138803,0.011045798
-71.1,0.17009085,0.01091275
-71.0,0.16880262,0.010768177
-70.9,0.16752622,0.010602305
-70.8,0.16625,0.010451152
-70.7,0.16497925,0.010299072
-70.6,0.16371909,0.01013453
-70.5,0.16247688,0.009957102
-70.4,0.16126369,0.009782146
-70.3,0.16006696,0.009620566
-70.2,0.15890422,0.009454206
-70.1,0.15777281,0.009280695
-70.0,0.15665929,0.009115779
-69.9,0.15556106,0.0089530405
-69.8,0.154476,0.008785097
-69.7,0.15341234,0.008608106
-69.6,0.15237045,0.008428444
-69.5,0.15132925,0.008255034
-69.4,0.15029448,0.0080707185
-69.3,0.14925759,0.007885873
-69.2,0.14822887,0.0077046114
-69.1,0.14721157,0.0075228624
-69.0,0.14619724,0.007347023
-68.9,0.14519551,0.0071735107
-68.8,0.14419067,0.007018607
-68.7,0.14318901,0.0068734097
-68.6,0.14219259,0.006742647
-68.5,0.14120573,0.006624522
-68.4,0.14023834,0.0065168515
