PC_Latitude,I/F,Error
-90.0,nan,nan
-89.9,nan,nan
-89.8,nan,nan
-89.7,nan,nan
-89.6,nan,nan
-89.5,nan,nan
-89.4,nan,nan
-89.3,nan,nan
-89.2,nan,nan
-89.1,nan,nan
-89.0,nan,nan
-88.9,nan,nan
-88.8,nan,nan
-88.7,nan,nan
-88.6,nan,nan
-88.5,nan,nan
-88.4,nan,nan
-88.3,nan,nan
-88.2,nan,nan
-88.1,nan,nan
-88.0,nan,nan
-87.9,nan,nan
-87.8,nan,nan
-87.7,nan,nan
-87.6,nan,nan
-87.5,nan,nan
-87.4,nan,nan
-87.3,nan,nan
-87.2,nan,nan
-87.1,nan,nan
-87.0,nan,nan
-86.9,nan,nan
-86.8,nan,nan
-86.7,nan,nan
-86.6,nan,nan
-86.5,nan,nan
-86.4,nan,nan
-86.3,nan,nan
-86.2,nan,nan
-86.1,nan,nan
-86.0,nan,nan
-85.9,nan,nan
-85.8,nan,nan
-85.7,nan,nan
-85.6,nan,nan
-85.5,nan,nan
-85.4,nan,nan
-85.3,nan,nan
-85.2,nan,nan
-85.1,nan,nan
-85.0,nan,nan
-84.9,nan,nan
-84.8,nan,nan
-84.7,nan,nan
-84.6,nan,nan
-84.5,nan,nan
-84.4,nan,nan
-84.3,nan,nan
-84.2,nan,nan
-84.1,nan,nan
-84.0,nan,nan
-83.9,nan,nan
-83.8,nan,nan
-83.7,nan,nan
-83.6,nan,nan
-83.5,nan,nan
-83.4,nan,nan
-83.3,nan,nan
-83.2,nan,nan
-83.1,nan,nan
-83.0,nan,nan
-82.9,nan,nan
-82.8,nan,nan
-82.7,nan,nan
-82.6,nan,nan
-82.5,nan,nan
-82.4,nan,nan
-82.3,nan,nan
-82.2,nan,nan
-82.1,nan,nan
-82.0,nan,nan
-81.9,nan,nan
-81.8,nan,nan
-81.7,nan,nan
-81.6,nan,nan
-81.5,nan,nan
-81.4,nan,nan
-81.3,0.34027785,0.00090044364
-81.2,0.3388433,0.0013499549
-81.1,0.33743256,0.0019578577
-81.0,0.3356385,0.0024000295
-80.9,0.33355576,0.0026826747
-80.8,0.33146328,0.0028438366
-80.7,0.3293096,0.0031357976
-80.6,0.32707295,0.0034565127
-80.5,0.32474637,0.0036196397
-80.4,0.32246813,0.003992564
-80.3,0.32026953,0.004540618
-80.2,0.31812873,0.0051930943
-80.1,0.31608778,0.0057993503
-80.0,0.3140776,0.0063423254
-79.9,0.3119992,0.006699526
-79.8,0.3098519,0.0068240142
-79.7,0.30763468,0.0067905877
-79.6,0.30544955,0.0067782677
-79.5,0.30330732,0.006749617
-79.4,0.30124462,0.0067109168
-79.3,0.29927883,0.006687013
-79.2,0.297377,0.006683525
-79.1,0.29555959,0.006694401
-79.0,0.29377165,0.0067182183
-78.9,0.2920059,0.0067515504
-78.8,0.29026997,0.0067685135
-78.7,0.28853902,0.006812773
-78.6,0.28681964,0.0068734293
-78.5,0.28512293,0.0069170217
-78.4,0.28345075,0.0069763386
-78.3,0.28179327,0.0070637446
-78.2,0.28012806,0.007164758
-78.1,0.2784824,0.007290386
-78.0,0.27684426,0.007434536
-77.9,0.27521574,0.0075845895
-77.8,0.27361107,0.0077279634
-77.7,0.2720099,0.00788959
-77.6,0.2704163,0.008058098
-77.5,0.26883987,0.00821637
-77.4,0.26728764,0.0083943745
-77.3,0.26574755,0.008574447
-77.2,0.2642256,0.008744379
-77.1,0.2627183,0.008917687
-77.0,0.26123,0.009092409
-76.9,0.25976434,0.009257203
-76.8,0.25830945,0.009429953
-76.7,0.2568485,0.009589146
-76.6,0.25538468,0.009707958
-76.5,0.2539215,0.00980529
-76.4,0.25247383,0.0098987715
-76.3,0.25102034,0.009983999
-76.2,0.2495401,0.010035288
-76.1,0.24802846,0.010035992
-76.0,0.2465093,0.009984019
-75.9,0.24499728,0.00992943
-75.8,0.24347329,0.009856969
-75.7,0.24193326,0.009737808
-75.6,0.24038905,0.009591145
-75.5,0.23885776,0.009437703
-75.4,0.23732762,0.009290924
-75.3,0.23578788,0.009166839
-75.2,0.23423892,0.009058303
-75.1,0.23269646,0.008958673
-75.0,0.23116516,0.008874826
-74.9,0.22963484,0.00880934
-74.8,0.22810492,0.008740164
-74.7,0.22657782,0.008672711
-74.6,0.22506762,0.00860139
-74.5,0.2235638,0.008517933
-74.4,0.22207594,0.00843877
-74.3,0.22060236,0.008352371
-74.2,0.21914847,0.008271019
-74.1,0.21770649,0.008194487
-74.0,0.21629043,0.008137161
-73.9,0.21489222,0.008086257
-73.8,0.21352293,0.008063501
-73.7,0.21216099,0.008050243
-73.6,0.21080373,0.008040445
-73.5,0.20944996,0.008023964
-73.4,0.20811392,0.007993828
-73.3,0.20677818,0.007969315
-73.2,0.20544054,0.007950421
-73.1,0.20409311,0.007921256
-73.0,0.20272885,0.007897766
-72.9,0.20136376,0.00788621
-72.8,0.19999547,0.007878783
-72.7,0.19862476,0.007884478
-72.6,0.19726217,0.007899661
-72.5,0.19589931,0.007910768
-72.4,0.1945359,0.00790794
-72.3,0.19317594,0.007879225
-72.2,0.19182518,0.007838941
-72.1,0.19048403,0.0077778962
-72.0,0.18914787,0.007676852
-71.9,0.1878004,0.00756123
-71.8,0.18647443,0.007437939
-71.7,0.18517268,0.0073067346
-71.6,0.18389466,0.0071933884
-71.5,0.18262714,0.007091953
-71.4,0.1813827,0.007004846
-71.3,0.18018246,0.0069279424
-71.2,0.17903195,0.0068563754
-71.1,0.17790297,0.0068116193
-71.0,0.17680097,0.0067619686
-70.9,0.17573503,0.0067123966
-70.8,0.17469609,0.006677787
-70.7,0.1736877,0.0066454574
-70.6,0.17270544,0.0066099046
-70.5,0.17176412,0.006573346
-70.4,0.17086084,0.006532523
-70.3,0.16998796,0.0064998926
-70.2,0.16916862,0.0064686565
-70.1,0.16839384,0.0064480333
-70.0,0.16765726,0.0064357785
-69.9,0.16696893,0.0064091026
-69.8,0.16631238,0.0063916896
-69.7,0.16568907,0.0063779294
-69.6,0.16508077,0.0063479794
-69.5,0.16447906,0.006291289
-69.4,0.16388506,0.006200803
-69.3,0.16326492,0.006111569
-69.2,0.16261765,0.0060095806
-69.1,0.16194136,0.005892736
-69.0,0.16122448,0.005771218
-68.9,0.16047348,0.0056461217
-68.8,0.15966992,0.0055234497
-68.7,0.1588382,0.0053857104
-68.6,0.15797855,0.0052382904
