PC_Latitude,I/F,Error
-90.0,nan,nan
-89.9,nan,nan
-89.8,nan,nan
-89.7,nan,nan
-89.6,nan,nan
-89.5,nan,nan
-89.4,nan,nan
-89.3,nan,nan
-89.2,nan,nan
-89.1,nan,nan
-89.0,nan,nan
-88.9,nan,nan
-88.8,nan,nan
-88.7,nan,nan
-88.6,nan,nan
-88.5,nan,nan
-88.4,nan,nan
-88.3,nan,nan
-88.2,nan,nan
-88.1,nan,nan
-88.0,nan,nan
-87.9,nan,nan
-87.8,nan,nan
-87.7,nan,nan
-87.6,nan,nan
-87.5,nan,nan
-87.4,nan,nan
-87.3,nan,nan
-87.2,nan,nan
-87.1,nan,nan
-87.0,nan,nan
-86.9,nan,nan
-86.8,nan,nan
-86.7,nan,nan
-86.6,nan,nan
-86.5,nan,nan
-86.4,nan,nan
-86.3,nan,nan
-86.2,nan,nan
-86.1,nan,nan
-86.0,nan,nan
-85.9,nan,nan
-85.8,nan,nan
-85.7,nan,nan
-85.6,nan,nan
-85.5,nan,nan
-85.4,nan,nan
-85.3,nan,nan
-85.2,nan,nan
-85.1,nan,nan
-85.0,nan,nan
-84.9,nan,nan
-84.8,nan,nan
-84.7,nan,nan
-84.6,nan,nan
-84.5,nan,nan
-84.4,nan,nan
-84.3,nan,nan
-84.2,nan,nan
-84.1,nan,nan
-84.0,nan,nan
-83.9,nan,nan
-83.8,nan,nan
-83.7,nan,nan
-83.6,nan,nan
-83.5,nan,nan
-83.4,nan,nan
-83.3,nan,nan
-83.2,nan,nan
-83.1,nan,nan
-83.0,nan,nan
-82.9,nan,nan
-82.8,nan,nan
-82.7,nan,nan
-82.6,nan,nan
-82.5,nan,nan
-82.4,nan,nan
-82.3,nan,nan
-82.2,nan,nan
-82.1,nan,nan
-82.0,nan,nan
-81.9,nan,nan
-81.8,nan,nan
-81.7,nan,nan
-81.6,nan,nan
-81.5,nan,nan
-81.4,nan,nan
-81.3,nan,nan
-81.2,nan,nan
-81.1,nan,nan
-81.0,nan,nan
-80.9,nan,nan
-80.8,nan,nan
-80.7,nan,nan
-80.6,nan,nan
-80.5,nan,nan
-80.4,nan,nan
-80.3,nan,nan
-80.2,nan,nan
-80.1,nan,nan
-80.0,nan,nan
-79.9,nan,nan
-79.8,0.34843415,0.0042767683
-79.7,0.34757847,0.004477701
-79.6,0.3465338,0.004808848
-79.5,0.34490782,0.005246688
-79.4,0.34313223,0.005719474
-79.3,0.34145766,0.00626788
-79.2,0.3398721,0.006929298
-79.1,0.33825323,0.007576789
-79.0,0.3364376,0.008016349
-78.9,0.33437565,0.008254817
-78.8,0.33213294,0.008330714
-78.7,0.32983395,0.00836804
-78.6,0.3275609,0.008406313
-78.5,0.32529274,0.008466462
-78.4,0.32303065,0.008542295
-78.3,0.3208206,0.008627535
-78.2,0.31862873,0.008752728
-78.1,0.31643006,0.008901003
-78.0,0.31422445,0.009040673
-77.9,0.3120455,0.009189259
-77.8,0.30989805,0.009379561
-77.7,0.30775806,0.00959602
-77.6,0.30561292,0.00981514
-77.5,0.30344602,0.0100418795
-77.4,0.30126756,0.010266765
-77.3,0.2991336,0.010499852
-77.2,0.2970038,0.0107570095
-77.1,0.2948412,0.010994991
-77.0,0.29265162,0.011187139
-76.9,0.29046562,0.011360927
-76.8,0.28830498,0.011552776
-76.7,0.28612274,0.011715391
-76.6,0.28392193,0.011827656
-76.5,0.28169513,0.011887742
-76.4,0.2794836,0.01193453
-76.3,0.27729523,0.011977833
-76.2,0.27509928,0.011989949
-76.1,0.27288663,0.011953634
-76.0,0.27068713,0.011877257
-75.9,0.2685107,0.011817756
-75.8,0.26633406,0.011736281
-75.7,0.26415473,0.01161121
-75.6,0.2619715,0.011459096
-75.5,0.2598048,0.011317565
-75.4,0.25764865,0.011188301
-75.3,0.2554897,0.01106893
-75.2,0.2533236,0.010949268
-75.1,0.25116426,0.010828982
-75.0,0.24903071,0.010733573
-74.9,0.2469172,0.010659045
-74.8,0.24482518,0.010592399
-74.7,0.24275234,0.010550251
-74.6,0.24070702,0.010523579
-74.5,0.2386959,0.01048898
-74.4,0.23672189,0.010458209
-74.3,0.23477599,0.010438453
-74.2,0.23285083,0.010421012
-74.1,0.23095,0.010388251
-74.0,0.22907409,0.010344053
-73.9,0.22721803,0.0102878185
-73.8,0.22538707,0.010243737
-73.7,0.22359006,0.010204592
-73.6,0.22182967,0.010167023
-73.5,0.22009501,0.010145528
-73.4,0.21838176,0.010139686
-73.3,0.21669059,0.010138158
-73.2,0.21502365,0.0101558985
-73.1,0.21337621,0.010194267
-73.0,0.21175016,0.010238694
-72.9,0.21014726,0.010296234
-72.8,0.2085698,0.010362543
-72.7,0.20700763,0.010430774
-72.6,0.20546077,0.010501949
-72.5,0.20393336,0.010573041
-72.4,0.2024228,0.0106475605
-72.3,0.2009278,0.010726946
-72.2,0.19944642,0.010804416
-72.1,0.19797432,0.010878795
-72.0,0.19652247,0.010958313
-71.9,0.19510296,0.011026143
-71.8,0.19370644,0.011082289
-71.7,0.19233252,0.011135095
-71.6,0.19098818,0.011171099
-71.5,0.18967168,0.01119056
-71.4,0.18838738,0.011196647
-71.3,0.18712802,0.011189836
-71.2,0.18588969,0.011166217
-71.1,0.18467884,0.011125449
-71.0,0.18348496,0.011067866
-70.9,0.1823191,0.011011622
-70.8,0.18118653,0.0109544145
-70.7,0.18007633,0.010900344
-70.6,0.17899252,0.010850662
-70.5,0.17793709,0.010803722
-70.4,0.17690206,0.010769873
-70.3,0.17589213,0.010736685
-70.2,0.17490931,0.010690191
-70.1,0.17394784,0.010637912
-70.0,0.1729988,0.010579414
-69.9,0.17204548,0.010504012
-69.8,0.17109263,0.010413789
-69.7,0.1701421,0.010311413
-69.6,0.1691823,0.010205182
-69.5,0.16822137,0.010092279
-69.4,0.16726215,0.00997331
-69.3,0.16629887,0.009856466
-69.2,0.16533802,0.009739836
-69.1,0.16437224,0.009629246
-69.0,0.16339926,0.009530924
-68.9,0.16242385,0.009443882
-68.8,0.16143426,0.009374133
-68.7,0.16043963,0.009332179
-68.6,0.15943336,0.009320249
-68.5,0.1584179,0.009337739
-68.4,0.15739541,0.009379983
-68.3,0.15635182,0.009446319
-68.2,0.15529576,0.009530061
-68.1,0.15422778,0.00963086
-68.0,0.15314715,0.009749094
-67.9,0.15205531,0.009876996
-67.8,0.150938,0.010021231
